show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3047,Movie,Blackmail,Abhinay Deo,"Irrfan Khan, Kirti Kulhari, Arunoday Singh, Omi Vaidya, Gajraj Rao, Divya Dutta",India,,2018,13+,137 min,"Action, Comedy, International","When Dev finds out his wife is cheating on him, he secretly blackmails his wife and her lover as a form of revenge."
s3048,Movie,Blackbird (4K UHD),Roger Mitchell,"Susan Sarandon, Kate Winslett, Mia Wasikowska, Sam Neill, Rainn Wilson",,,2020,R,98 min,Drama,"Lily (Susan Sarandon) summons her daughters Jennifer (Kate Winslet) and Anna (Mia Wasikowska) for one final family reunion as she looks to end her battle with a terminal illness. Amid the bittersweet farewell, unresolved feelings surface."
s3049,Movie,"Black, White & Us",Loki Mulholland,,,,2019,13+,75 min,"Documentary, Kids","""Black, White & Us"" explores racism in America through the lives of four white families who adopt African American children and must overcome their own inherent biases to become advocates. Is there a way to fix our country's racial divide? These transracial adoptive families just might provide the answer."
s3050,Movie,Black Widow,Christian Lee,"Brooklyn James, Christian Lee, Kelvin Burrell, Lec Zorn, Brenda Sisson- Reutebuch, Tajuan Woodson, Terrell Johnson, Da'Rell Miller, Charnel Forbes",,,2019,18+,39 min,Drama,"After finding out her husband has been cheating, and ultimately leaving her, Brandy Marks looks to date on Tinder only to find other cheating married men. She decides to take her revenge out on unsuspecting cheaters."
s3051,Movie,Black Water,Pasha Patriki,"Dolph Lundgren, Jean-Claude Van Damme, Patrick Kilpatrick, Jasmine Waltz","Canada, United States",,2018,R,105 min,"Action, Adventure",A deep-cover operative (Van Damme) imprisoned on a CIA submarine teams with a fellow prisoner (Lundgren) for an electrifying fight to escape in this action-powered thriller.
s3052,Movie,Black Seeds: The History of Africans in America,Bayer Mack,"Carey Conley, Tangi Greene, Ben Ayers, Brando Bell, Rich Daigle, Fabio Revo, Jim Kirkcaldy, Simon Hensby, Rob Sharp",,,2021,13+,70 min,"Action, Documentary","""Black Seeds"" uses dramatic historical reenactments, rare period illustrations and an original music score to explain the socioeconomic reasons behind the development of the transatlantic slave trade and shows how the institution of chattel slavery took root in the United States of America."
s3053,Movie,Black Sabbath - Paranoid (Classic Album),Matthew Longfellow,Black Sabbath,,,2010,16+,55 min,"Documentary, Music Videos and Concerts","The multi-platinum selling Paranoid is arguably Black Sabbath's finest album, not to mention one of the most seminal Heavy Metal albums of all time. This programme tells the story behind the writing, recording and success of this remarkable and groundbreaking Heavy Metal album."
s3054,Movie,Black Robe,Bruce Beresford,"Lothaire Bluteau, Aden Young, Sandrine Holt",United States,,1991,R,101 min,"Action, Drama","In the 17th century, a Jesuit missionary nicknamed Black Robe by the natives and his small party of companions try reaching the Huron tribe in Canada all while facing mistrust, Iroquois warring parties and harsh winter conditions."
s3055,Movie,Black Pumpkin,Ryan McGonagle,"Matt Rife, Ellie Patrikios, Grayson Thorne Kilpatrick, Dogen Eyeler, Gemma Brooke Allen",,,2020,16+,91 min,"Horror, Suspense","On October 31, 2018, two preteens in a small town accidentally awaken an evil that has lain dormant for decades. They are forced to survive through a terrifying Halloween night of cat-and-mouse, from the monster known as ""Bloody Bobby""."
s3056,Movie,Black November,Jeta Amata,"Mickey Rourke, Anne Heche, Kim Basinger, Vivica A. Fox",,,2015,16+,97 min,"Action, Drama","Inspired by true events, an oil-rich Nigerian community wages war against an oil corporation to protect their land from being destroyed. Rebels kidnap an American oil executive and demand that his corporation end the destruction."
s3057,Movie,Black Lives Matter,Nirit Peled,,,,2017,18+,48 min,"Documentary, Special Interest","In 2013 in Sanford, Florida, vigilante George Zimmerman was found not guilty of the murder of 17-year-old African American Trayvon Martin. As a result, the struggle against police violence flared up under the hashtag #BlackLivesMatter and turned into one of the biggest grassroots movements in the US. The struggle against continued police violence, the role of gender, and why resistance is crucial."
s3058,Movie,Black Jesus,Valerio Zurlini,"Woody Stode, Franco Citti, Jean Servais, Pier Paolo Capponi, Stephen Forsyth",,,1986,13+,86 min,Drama,"Rebel Maurice Lalubi is arrested by the military on trumped up charges and tortured, which turns him into a martyr. Inspired by the final days of the first democratic Congolese leader, Patrice Lumumba."
s3059,Movie,Black History Activators,Beverly Davis,"Kelly Sweet, William BJ Butler",,,2019,13+,76 min,Documentary,"This important and timely collection features educational, in-depth introductions to some of the most notable and integral individuals and events that make up Black History."
s3060,Movie,Black Boys,Sonia Lowman,,,,2020,16+,90 min,Documentary,"""Black Boys"" illuminates the full spectrum of Black male humanity in America through an intimate, intergenerational conversation at the intersection of sports, education and criminal justice."
s3061,Movie,Birdy,Alan Parker,"Matthew Modine, Nicolas Cage, John Harkins, Sandy Baron, Karen Young, Bruno Kirby, Marshall Bell",,,1984,R,120 min,"Arthouse, Drama","Birdy comes back from Vietnam mentally shattered and deludes himself into thinking that he is a bird, an animal that has obsessed him since childhood. His best friend Al (Nicolas Cage), also a wounded Vietnam vet, visits Birdy every day, determined to bring him back to reality."
s3062,Movie,Birdmonster,,,,,2011,NR,30 min,Music Videos and Concerts,"Happy, high-octane rock 'n' roll from a San Francisco quartet, Birdmonster."
s3063,Movie,Bing Crosby: Rediscovered,Robert Trachtenberg,"Louis Armstrong, Fred Astaire, Pearl Bailey",,,2014,,86 min,Documentary,"Bing Crosby was, without a doubt, the most popular and influential multi-media star of the first half of the twentieth century, pulling audiences in with his intimate, laid-back voice and innate charm."
s3064,TV Show,Billy the Exterminator,,Billy Bretherton,,,2012,TV-PG,6 Seasons,"Documentary, Drama, Unscripted",Join us as we follow Billy Bretherton and his pest-removing family as they're called to take care of Louisiana's most extreme extermination cases with a perfect blend of drama and humor.
s3065,Movie,Billy Gardell: Halftime,Manny Rodriguez,Billy Gardell,,,2011,18+,71 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Billy Gardell, the star of CBS' hit comedy ""Mike and Molly,"" returns home to Pittsburgh, where all the funny began for him, in a one-hour live event that celebrates working-class America."
s3066,Movie,Billionaire Boys Club,James Cox,"Ansel Elgort, Taron Egerton, Emma Roberts, Jeremy Irvine, Suki Waterhouse, Kevin Spacey",,,2018,R,108 min,"Action, Drama, Suspense","A group of wealthy boys in Los Angeles during the early 1980s establish a 'get-rich-quick' Ponzi scheme that turns out to be deadly. Stars Ansel Elgort, Taron Egerton, Emma Roberts and Jeremy Irvine."
s3067,TV Show,Billion Dollar Wreck,,Martin Bayerle,,,2016,TV-PG,1 Season,TV Shows,Billion Dollar Wreck follows famed treasure hunter Martin Bayerle and his son Grant as they pursue a billion dollars worth of gold aboard RMS Republic.
s3068,Movie,Bill Hicks: Sane Man,"Kevin Booth, David Johndrow",Bill Hicks,,,1989,,81 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Sane Man was Bill's first full-length comedy special, taped in 1989. This is the early years and the foundation of what would become his signature material and point of view. Funny and thought provoking, he attacks corporate America with venom, and almost screams at people to start thinking for themselves."
s3069,Movie,Bill Hicks: Revelations,Chris Bould,Bill Hicks,,,1993,18+,56 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","The last special Bill Hicks ever taped in 1992 and features him the height of his genius. Recorded at the Dominion Theatre in London, Bill Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us."
s3070,Movie,Bigil,Atlee,"Vijay, Nayanthara, Jackie Shroff, Vivek, Daniel Balaji, Yogi Babu, Kathir",,,2019,13+,178 min,"Drama, International, Sports","Rayappan a local don lives in Chennai city slum. He does lot of social welfare for the people in his area. Rayappan’s son Michael, a Football player along with his friends Kiran and Donald participates in National Football Championship and has already reached semifinal, Michael falls in love with Angel Aasirvatham, a Physiotherapist student."
s3071,TV Show,Biggie: The Life of Notorious B.I.G.,,"Voletta Wallace, Cheo Hodari Coker",,,2017,18+,1 Season,Documentary,"This documentary traces the life, death and legacy of the late Christopher Wallace, as told by his widow Faith Evans, his mother, his close friend Lil Cease and some of hip-hop's biggest superstars. Employing archival footage & audio recordings that have never been heard before, the film allows ""The Notorious B.I.G."" to narrate his own story."
s3072,Movie,Bigfoot: The Conspiracy,Chris Simoes,"Chris Simoes, Dave Watkins, Betsy Mitchell, Joshua Haire, Tom Thon, Peg Thon, Ian Isaksson, Lashay Lanier, John Paul Kakos, Tripp Patterson, Chris Burns, Patrick Lemon, Whitney Sullins, Jim Adams, Paul Kakos, Joe Walsh, Grant Garlinghouse",,,2020,16+,77 min,"Action, Horror, Suspense","This film follows a retired Border Patrol agent (Dante) as he discovers the possible existence of Bigfoot and the shroud of darkness that surrounds it. Unsure what he should do, he is resigned to do what he must to protect his family. As Dante hunts the creature, he discovers further complexities in this hidden in plain sight world."
s3073,Movie,Big Sur,Michael Polish,"Jean-Marc Barr, Kate Bosworth, Josh Lucas, Radha Mitchell",,,2013,R,80 min,"Drama, Romance","A recounting of Jack Kerouac's three sojourns to the cabin in Big Sur owned by his friend, poet Lawrence Ferlinghetti."
s3074,TV Show,Big Shrimpin',,Jeremy Schjott,,,2012,13+,1 Season,"Documentary, Drama, Unscripted","Mining the waters off the Alabama coast in search of shrimp, or ""saltwater gold,"" as the shrimpers call them, is a treacherous job for the crews who work for the popular."
s3075,Movie,Big Red Button - Baby Monkey Songs,"Damien Eckhardt-Jacobi, Vincent Bova",,,,2019,ALL,30 min,"Comedy, Kids","Big Red Button is a colorful puppet show for kids. With fun songs, and amazing characters you're bound to have a blast! This collection includes ""Wheels on the bus"", ""learn colors"" and much more!"
s3076,TV Show,Big Easy Motors,,"Grant Bayerle, Martin Bayerle, Billy Bretherton",,,2016,TV-PG,1 Season,"Documentary, Drama, Unscripted","In ""Big Easy Motors,"" Charles Handler and his team search the bayous of Louisiana for long-forgotten piles of junk they can restore and turn into dazzling custom cars."
s3077,TV Show,"Big Dreams, Small Spaces",,Monty Don,,,2014,ALL,1 Season,"Special Interest, Unscripted",Monty Don works with amateur gardeners to help them create the garden of their dreams.
s3078,TV Show,Big Dogs,,"Brett Cullen, Manny Perez, Michael Rabe, Micheál Richardson, Bonnie Swencionis, Lance Henriksen, Scott Cohen, Deidre Lovejoy, Jeff Kober, Pooya Mohseni, Dennis Flanagan, Louis Carbonneau, Tony Naumovski, Ari Barkan, Stivi Paskoski, Declan Michael Laird, Ana Isabelle, Katarina Morhacova, Laurence Mason",,,2020,16+,1 Season,"Action, Drama, Suspense","In a violent, alternate reality of New York City besieged by race riots, financial collapse, and a surging crime wave, an underworld economy of illegal nightclubs is thriving. Detective Santiago is tasked to crack down on these clubs. When he meets his new partner, Everett More, Santiago discovers there are numerous government agencies and crime organizations circling NYC and vying for control."
s3079,TV Show,Bibi & Tina,,,,,2020,ALL,1 Season,Kids,"Bibi's summer vacation at her best friend Tina's start excitingly. Within no time the Martin's farm suffers from drought, rain, and a heavy storm. In addition to that, entrepreneur Kim Win Win wants to dig for gravel on their ranch. Bibi and Tina have to do something! Will the mysterious Spanish boy Chico help them? A turbulent summer awaits."
