Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
M5,2023,Africa,Black,Hybrid,Automatic,3.3,184110,119768,7359,High
X3,2011,Asia,White,Diesel,Manual,4.3,10220,77077,545,Low
7 Series,2020,Europe,Red,Hybrid,Manual,2.4,142465,100094,3648,Low
X3,2024,Europe,White,Diesel,Manual,4.8,127303,109534,8753,High
i8,2017,Europe,Black,Petrol,Manual,3.4,96850,31248,6435,Low
M5,2021,South America,Grey,Petrol,Manual,4.4,26729,90083,4303,Low
M5,2016,Africa,White,Hybrid,Automatic,3.3,45668,106745,4767,Low
5 Series,2013,Asia,Black,Petrol,Automatic,4.2,150354,89073,3963,Low
M3,2018,Middle East,Red,Petrol,Automatic,1.7,93876,116025,1122,Low
5 Series,2024,Asia,Grey,Diesel,Manual,4.3,157492,40662,8777,High
X1,2018,South America,Black,Petrol,Automatic,3.3,11163,66775,1279,Low
7 Series,2017,Middle East,Red,Electric,Automatic,3.1,86678,49723,9347,High
X1,2023,Africa,Red,Diesel,Manual,1.9,63879,61132,7218,High
X6,2010,Europe,Silver,Petrol,Automatic,4.1,29730,48287,9342,High
M3,2016,Middle East,Silver,Diesel,Automatic,2.0,169438,48380,8491,High
i3,2014,Europe,Grey,Diesel,Automatic,2.2,113814,75527,6482,Low
3 Series,2016,South America,White,Diesel,Manual,1.9,105542,30184,8237,High
M3,2021,Asia,Red,Electric,Manual,1.5,179713,37966,5622,Low
5 Series,2018,Africa,Black,Petrol,Automatic,3.8,137307,106682,422,Low
7 Series,2011,Middle East,Silver,Electric,Automatic,2.4,61989,86296,7283,High
7 Series,2022,Europe,Black,Hybrid,Automatic,2.0,4131,77695,878,Low
i3,2023,Europe,Grey,Electric,Manual,2.6,91571,33363,4330,Low
X6,2020,Africa,White,Hybrid,Automatic,3.2,79328,59116,4749,Low
M3,2013,Asia,Blue,Electric,Automatic,3.3,1404,90999,3510,Low
X3,2013,South America,Silver,Hybrid,Manual,2.8,173751,56111,6191,Low
i8,2011,Europe,Black,Petrol,Automatic,3.2,141841,41558,5700,Low
X3,2012,Europe,Grey,Diesel,Manual,3.0,141733,93723,7594,High
3 Series,2020,South America,Red,Electric,Manual,4.4,65673,84694,8850,High
i8,2023,Middle East,Blue,Petrol,Manual,1.6,33561,41753,1969,Low
7 Series,2023,Middle East,Black,Hybrid,Automatic,4.5,11903,102970,1811,Low
3 Series,2022,North America,White,Diesel,Automatic,2.4,53454,34695,3976,Low
X5,2017,Asia,Blue,Petrol,Manual,4.0,99642,33415,125,Low
M5,2021,Europe,Red,Petrol,Automatic,2.9,180063,75926,8331,High
X1,2018,South America,Black,Hybrid,Automatic,2.5,169728,69507,3417,Low
3 Series,2015,South America,Blue,Electric,Manual,3.7,78734,98566,5041,Low
X3,2019,Africa,Red,Hybrid,Manual,4.2,163417,89598,4192,Low
M3,2011,North America,Blue,Electric,Automatic,3.1,40929,87724,8635,High
i3,2011,South America,White,Diesel,Automatic,3.1,57461,69947,1355,Low
7 Series,2016,North America,Black,Petrol,Automatic,1.7,76099,40931,9941,High
5 Series,2017,Asia,Red,Diesel,Automatic,4.7,170202,111398,5597,Low
M5,2017,Africa,Silver,Electric,Automatic,4.5,45318,77318,7294,High
i3,2023,Middle East,Silver,Diesel,Manual,2.9,197795,80066,1279,Low
X6,2015,South America,Grey,Petrol,Manual,4.2,59116,72878,645,Low
X1,2019,Middle East,Black,Hybrid,Manual,2.6,172659,93632,915,Low
M3,2017,Europe,Blue,Diesel,Automatic,4.1,171228,50565,2620,Low
i3,2023,Asia,White,Petrol,Automatic,3.3,86319,34453,834,Low
X3,2024,Africa,Blue,Electric,Manual,3.1,185236,111230,3962,Low
X3,2010,Asia,Blue,Diesel,Automatic,1.7,10043,51692,7070,High
X6,2018,Middle East,Red,Diesel,Manual,4.9,120462,69532,3955,Low
i3,2022,Asia,Silver,Hybrid,Automatic,4.4,13787,115369,9045,High
X1,2021,Asia,Grey,Petrol,Manual,4.3,195080,107501,1159,Low
X1,2010,North America,White,Diesel,Automatic,2.6,37556,105812,4094,Low
X6,2022,Europe,Black,Petrol,Manual,2.5,96093,118384,8049,High
X1,2012,North America,Grey,Diesel,Automatic,3.5,165106,47537,4717,Low
M3,2021,Middle East,White,Electric,Manual,4.5,126200,36232,5287,Low
M5,2018,Europe,Red,Hybrid,Automatic,4.8,20191,87386,1663,Low
X3,2024,South America,Silver,Diesel,Manual,2.4,122475,113027,5740,Low
5 Series,2020,Asia,Red,Diesel,Manual,3.6,69324,34863,1158,Low
X6,2014,Asia,Red,Diesel,Automatic,4.0,15533,42945,9847,High
i3,2018,Europe,Grey,Diesel,Automatic,2.3,15297,110032,470,Low
M3,2018,North America,Silver,Electric,Automatic,2.9,11347,115243,8864,High
X5,2015,South America,Silver,Electric,Manual,2.2,126869,39702,5714,Low
i3,2020,Europe,Black,Electric,Automatic,3.9,100441,97392,657,Low
X5,2010,Middle East,White,Diesel,Automatic,4.5,119938,99334,7805,High
M3,2019,South America,Blue,Diesel,Automatic,4.6,66580,95945,9688,High
X1,2016,Asia,White,Hybrid,Manual,3.8,5660,64083,7884,High
5 Series,2023,South America,Red,Diesel,Manual,2.7,60146,43299,1989,Low
X1,2015,Europe,Black,Electric,Automatic,3.8,66816,115121,1050,Low
i3,2018,Africa,Blue,Electric,Manual,4.5,165998,115607,2075,Low
M3,2016,Africa,Blue,Electric,Automatic,3.7,191210,81436,7589,High
3 Series,2023,Asia,White,Electric,Automatic,2.9,124482,116101,2937,Low
M3,2021,Africa,Blue,Hybrid,Manual,4.7,96568,103841,2938,Low
X1,2020,Europe,Blue,Petrol,Automatic,4.4,28249,83422,2262,Low
M5,2021,Europe,Red,Electric,Manual,4.6,172203,39623,7023,High
7 Series,2022,North America,Red,Electric,Manual,4.7,107163,73098,5999,Low
X1,2013,Middle East,Silver,Diesel,Manual,2.9,43490,30332,9563,High
X3,2016,North America,Grey,Electric,Manual,4.5,175532,60564,360,Low
i8,2011,Middle East,Grey,Hybrid,Automatic,3.5,60372,85500,1747,Low
M3,2015,Middle East,White,Diesel,Automatic,1.6,7574,49784,6039,Low
5 Series,2024,South America,Black,Diesel,Manual,3.7,9089,61395,5785,Low
3 Series,2015,Asia,Red,Petrol,Manual,3.1,141102,61765,1785,Low
M5,2011,Asia,Black,Hybrid,Manual,2.5,147778,87074,5329,Low
7 Series,2023,Asia,White,Electric,Manual,4.9,3127,87225,5377,Low
X5,2013,Middle East,Blue,Diesel,Automatic,1.7,170536,93484,3386,Low
3 Series,2017,Middle East,Grey,Electric,Manual,4.8,3413,37720,1843,Low
7 Series,2017,South America,Black,Diesel,Automatic,2.1,68627,67928,5455,Low
X3,2022,Europe,Black,Petrol,Automatic,2.8,32827,67818,5900,Low
5 Series,2017,Europe,Grey,Electric,Automatic,3.0,150307,38166,880,Low
X3,2017,South America,Blue,Diesel,Manual,4.1,4419,62396,195,Low
i8,2010,North America,White,Electric,Manual,2.3,26529,64679,3525,Low
X1,2011,North America,White,Hybrid,Automatic,5.0,25535,71184,728,Low
i3,2021,South America,Silver,Petrol,Automatic,4.1,85456,73199,847,Low
3 Series,2024,Europe,White,Hybrid,Manual,4.3,35741,92248,929,Low
i8,2013,Europe,Blue,Diesel,Automatic,1.9,11276,61522,6924,Low
X1,2021,North America,Black,Electric,Manual,3.2,164638,98285,3387,Low
M3,2018,Asia,White,Petrol,Automatic,4.8,20371,110067,2656,Low
i3,2012,Middle East,Silver,Petrol,Automatic,2.4,175503,110073,3171,Low
7 Series,2023,North America,Blue,Hybrid,Automatic,2.0,187667,37601,9037,High
5 Series,2015,South America,Grey,Diesel,Manual,3.2,38721,86563,3463,Low
X3,2016,Asia,Grey,Hybrid,Manual,4.8,101007,72968,6423,Low
7 Series,2017,Asia,Blue,Hybrid,Automatic,3.2,148669,100642,1105,Low
X3,2022,Asia,White,Diesel,Automatic,2.9,82386,54163,4273,Low
i8,2016,Europe,Red,Hybrid,Automatic,3.8,58620,69675,2970,Low
7 Series,2012,Asia,Grey,Diesel,Automatic,4.8,154790,43297,8020,High
X6,2015,Europe,Blue,Petrol,Automatic,1.7,128739,67753,9983,High
i3,2014,Africa,Silver,Diesel,Automatic,2.0,111839,74368,7089,High
M3,2024,Middle East,Silver,Diesel,Manual,2.0,125358,106756,2825,Low
i8,2022,Africa,Silver,Petrol,Automatic,1.8,45666,76027,7820,High
7 Series,2021,Europe,Blue,Diesel,Manual,2.6,178932,84261,7321,High
i8,2019,North America,Blue,Electric,Automatic,2.3,81667,65934,2575,Low
i3,2013,Middle East,Grey,Diesel,Automatic,3.4,57120,55418,8797,High
X6,2010,North America,White,Petrol,Manual,2.6,165573,72449,6023,Low
M3,2023,Europe,Black,Hybrid,Automatic,2.9,195444,79407,1217,Low
X3,2022,Europe,Silver,Petrol,Manual,4.8,94583,59065,3708,Low
i8,2016,Europe,Blue,Electric,Manual,2.0,92063,55697,4674,Low
3 Series,2017,South America,Grey,Diesel,Automatic,2.9,20162,105262,8203,High
i3,2011,South America,Silver,Electric,Manual,2.4,141363,106549,3658,Low
X1,2016,Asia,Grey,Electric,Automatic,3.4,64276,79232,441,Low
7 Series,2015,North America,Black,Petrol,Manual,4.1,191335,37339,4529,Low
5 Series,2014,Africa,Grey,Hybrid,Manual,4.4,58137,45194,7680,High
M5,2022,Africa,Grey,Petrol,Manual,3.3,5678,85490,4109,Low
i8,2013,Europe,Blue,Electric,Manual,4.5,83334,99549,4268,Low
5 Series,2011,South America,Red,Hybrid,Automatic,4.2,82847,111028,1976,Low
X5,2019,North America,Black,Hybrid,Manual,2.0,193636,96119,1849,Low
i8,2015,South America,Blue,Hybrid,Automatic,2.4,43898,76965,238,Low
M3,2014,Asia,Blue,Electric,Manual,3.9,63310,56999,3186,Low
i3,2011,Africa,Grey,Petrol,Manual,4.9,85251,63883,4572,Low
X5,2019,Asia,Red,Hybrid,Automatic,2.8,141008,50592,2127,Low
M3,2016,South America,Black,Petrol,Manual,2.3,157432,62202,544,Low
X3,2015,Middle East,Black,Petrol,Automatic,4.5,60396,65266,5243,Low
X5,2021,Asia,Black,Electric,Automatic,2.2,18769,103736,1897,Low
i8,2024,South America,Black,Electric,Manual,3.9,159081,47358,617,Low
5 Series,2024,North America,White,Petrol,Manual,1.6,173940,75468,854,Low
5 Series,2020,Africa,White,Diesel,Manual,1.6,171891,98499,8894,High
X5,2018,Europe,White,Electric,Manual,3.1,96000,106979,3958,Low
M5,2020,Africa,White,Hybrid,Automatic,3.8,26256,117354,6534,Low
i8,2019,Europe,Red,Petrol,Manual,2.0,33439,33105,7560,High
X6,2014,Europe,Silver,Diesel,Manual,4.2,87335,82024,7958,High
M3,2018,South America,Silver,Diesel,Manual,2.0,89456,42875,2560,Low
X5,2018,North America,Silver,Hybrid,Manual,3.4,188404,63832,702,Low
3 Series,2022,Asia,Blue,Hybrid,Manual,2.6,13993,33452,4608,Low
5 Series,2010,South America,Silver,Electric,Manual,4.1,73886,102442,455,Low
5 Series,2014,Europe,Red,Diesel,Manual,4.3,101989,86794,1537,Low
X3,2018,Asia,Black,Hybrid,Manual,1.7,125734,95769,2235,Low
X3,2016,Africa,Silver,Electric,Manual,2.2,131482,72230,1500,Low
M3,2015,South America,Red,Diesel,Automatic,4.6,191668,115498,3725,Low
5 Series,2015,North America,Blue,Hybrid,Automatic,3.0,154488,63342,6146,Low
X3,2020,North America,White,Diesel,Automatic,3.2,25936,70761,2693,Low
M3,2016,Asia,Black,Hybrid,Automatic,2.1,37341,51207,5748,Low
X1,2010,North America,Blue,Diesel,Manual,5.0,3814,116962,2149,Low
M5,2013,Asia,White,Hybrid,Manual,4.7,45701,68961,5851,Low
5 Series,2022,Africa,Grey,Diesel,Automatic,1.5,77240,103468,1438,Low
M5,2024,North America,Red,Diesel,Manual,3.4,99018,43837,2203,Low
X3,2010,Africa,Silver,Petrol,Manual,4.6,35717,79315,8284,High
5 Series,2015,Africa,White,Electric,Automatic,3.0,166109,106864,4465,Low
i8,2023,South America,Black,Diesel,Automatic,3.0,131153,72119,1738,Low
3 Series,2022,Asia,Grey,Electric,Automatic,2.8,164648,57797,7043,High
i8,2013,Asia,Silver,Diesel,Manual,1.6,4483,37148,9324,High
3 Series,2010,North America,White,Petrol,Manual,4.3,50655,53163,8164,High
i8,2018,Africa,White,Electric,Automatic,3.1,78344,77627,507,Low
7 Series,2021,Asia,Red,Hybrid,Manual,3.4,106562,39178,2619,Low
M5,2013,Middle East,White,Petrol,Automatic,2.4,124442,46220,3836,Low
i8,2021,Europe,Grey,Diesel,Manual,4.2,8237,62518,7304,High
X5,2015,Asia,Blue,Petrol,Manual,4.3,37338,115661,9209,High
i3,2022,North America,Red,Hybrid,Manual,3.4,103607,63266,8358,High
i8,2016,Asia,White,Diesel,Automatic,4.7,9400,61999,7693,High
M5,2017,North America,Black,Petrol,Manual,1.9,184189,82810,8555,High
M5,2021,Europe,Red,Hybrid,Automatic,4.3,57967,39908,1275,Low
i8,2022,Middle East,Black,Hybrid,Manual,3.5,97927,93589,6862,Low
X1,2020,Africa,Grey,Hybrid,Manual,2.3,92173,101033,3874,Low
3 Series,2018,Africa,Silver,Petrol,Manual,2.0,131428,61007,6586,Low
X1,2018,Asia,Grey,Hybrid,Manual,2.6,70172,42565,6313,Low
i3,2017,Europe,Silver,Petrol,Automatic,4.5,118658,82982,1429,Low
M5,2019,North America,Grey,Hybrid,Automatic,4.3,43479,57365,5153,Low
i8,2020,Asia,White,Petrol,Automatic,3.8,187278,95388,9508,High
X5,2024,Asia,Silver,Electric,Automatic,1.8,175460,90456,7854,High
X3,2021,Europe,White,Electric,Manual,4.8,124045,35901,9985,High
X3,2021,Middle East,White,Diesel,Automatic,2.6,7015,87778,1607,Low
7 Series,2024,Asia,Black,Petrol,Automatic,3.6,147934,99761,8501,High
X3,2023,Asia,Red,Diesel,Manual,4.3,155402,75435,5550,Low
i3,2012,North America,Red,Hybrid,Manual,2.0,38268,105366,2914,Low
M5,2021,Middle East,Grey,Diesel,Automatic,3.8,91328,86591,2155,Low
M5,2011,South America,White,Diesel,Automatic,1.6,137277,72518,2408,Low
X6,2014,Middle East,Grey,Petrol,Manual,1.9,139924,39370,8592,High
X3,2010,Africa,Blue,Electric,Manual,4.0,59489,60387,6046,Low
5 Series,2012,Europe,Blue,Diesel,Manual,2.0,125506,102143,6088,Low
i8,2010,North America,Grey,Petrol,Automatic,3.1,12550,92950,4596,Low
i8,2022,Africa,Grey,Petrol,Manual,2.4,191966,111037,4878,Low
X3,2012,Europe,Black,Diesel,Automatic,3.0,98137,103304,6915,Low
X3,2022,Europe,Grey,Petrol,Manual,1.8,177942,33210,3701,Low
5 Series,2013,North America,White,Hybrid,Manual,4.1,112082,107612,6904,Low
M5,2016,North America,Silver,Electric,Automatic,1.8,113782,34640,408,Low
M5,2021,Middle East,Grey,Hybrid,Manual,4.4,125257,104975,1716,Low
M5,2024,Middle East,Black,Hybrid,Manual,3.8,116523,95896,7229,High
X1,2021,Asia,Silver,Diesel,Manual,3.0,124088,90531,2648,Low
X5,2014,Middle East,Grey,Hybrid,Automatic,4.5,57965,60739,7090,High
i3,2014,South America,Grey,Petrol,Manual,2.2,2581,83664,6066,Low
i8,2022,South America,Blue,Hybrid,Manual,2.4,196566,60827,6553,Low
3 Series,2010,South America,Red,Diesel,Manual,2.0,10342,106885,1513,Low
7 Series,2017,South America,Grey,Petrol,Automatic,2.8,192524,107428,5590,Low
X3,2022,South America,Red,Diesel,Automatic,5.0,184652,41136,2488,Low
X3,2013,Europe,Black,Electric,Manual,2.1,175388,64217,4837,Low
M5,2019,South America,Grey,Petrol,Automatic,4.4,66476,33768,4176,Low
M5,2014,South America,White,Petrol,Manual,3.8,177147,55990,4950,Low
X5,2011,Asia,White,Electric,Manual,1.6,195717,87415,3892,Low
i3,2024,Africa,White,Diesel,Automatic,4.8,12832,85495,3663,Low
M5,2021,Asia,Silver,Petrol,Automatic,4.9,164124,83337,8417,High
X5,2022,Europe,Red,Diesel,Manual,4.7,55122,109831,9040,High
i8,2010,Europe,Grey,Hybrid,Manual,3.3,107295,76584,7998,High
7 Series,2018,Africa,Red,Hybrid,Manual,2.3,190356,35954,4890,Low
7 Series,2024,North America,Silver,Electric,Manual,2.9,69304,78838,3454,Low
X5,2011,Asia,Black,Petrol,Manual,3.6,172304,69882,8609,High
i8,2015,Europe,Grey,Hybrid,Manual,2.8,183905,30933,5498,Low
X1,2010,Middle East,Black,Petrol,Manual,4.0,171474,64833,8470,High
M5,2010,North America,White,Electric,Manual,4.3,57148,100873,2034,Low
M5,2018,North America,Blue,Hybrid,Automatic,2.2,20298,63287,3520,Low
X3,2013,Asia,Grey,Electric,Automatic,2.9,169019,106730,5644,Low
X3,2018,Africa,Grey,Hybrid,Manual,4.9,160419,94059,2140,Low
5 Series,2020,South America,Black,Diesel,Manual,2.4,181621,35787,2420,Low
5 Series,2014,Middle East,Red,Petrol,Manual,2.7,59030,115421,7657,High
7 Series,2016,Europe,Silver,Hybrid,Automatic,1.6,87806,101162,7317,High
3 Series,2010,Asia,Black,Hybrid,Manual,2.7,80214,60860,8806,High
i8,2015,Middle East,Silver,Electric,Manual,2.8,109921,75238,9085,High
X1,2017,Asia,White,Electric,Manual,1.8,77200,92998,4799,Low
7 Series,2023,South America,White,Hybrid,Automatic,1.5,162060,31355,6455,Low
X6,2010,Asia,White,Hybrid,Manual,3.5,28383,108114,9002,High
X3,2018,Asia,Red,Petrol,Automatic,2.6,136453,65882,8322,High
5 Series,2012,North America,Silver,Hybrid,Manual,1.6,124659,41872,4678,Low
X1,2010,North America,Black,Petrol,Automatic,4.5,14526,44837,7574,High
X6,2010,North America,Black,Diesel,Manual,3.5,128682,44127,4855,Low
5 Series,2022,Europe,Grey,Hybrid,Manual,2.1,183791,76844,9481,High
X5,2023,Asia,Grey,Hybrid,Automatic,4.5,79530,48457,3400,Low
7 Series,2020,Europe,Grey,Diesel,Manual,2.4,130019,68723,6594,Low
3 Series,2015,Middle East,Red,Electric,Manual,2.3,4760,68857,8132,High
X5,2020,Europe,Red,Diesel,Manual,4.6,129847,54505,3662,Low
M5,2015,South America,Silver,Electric,Manual,2.1,183218,80097,6626,Low
7 Series,2010,Middle East,Red,Hybrid,Automatic,4.6,117826,118696,2966,Low
M5,2023,Africa,Silver,Electric,Automatic,4.3,16951,65188,9204,High
i3,2023,Europe,Silver,Diesel,Manual,2.6,119406,96346,1751,Low
i8,2012,Asia,Grey,Petrol,Manual,1.6,57022,55459,3292,Low
7 Series,2016,Europe,Grey,Diesel,Automatic,1.8,82958,47691,7778,High
X5,2019,Asia,Black,Diesel,Automatic,1.9,57790,56927,1134,Low
i3,2012,Middle East,Silver,Hybrid,Manual,4.6,77101,92131,4681,Low
i8,2012,Middle East,Grey,Hybrid,Automatic,2.9,85756,39038,6328,Low
7 Series,2012,Middle East,Grey,Petrol,Manual,1.6,97809,109228,7452,High
5 Series,2021,South America,Blue,Petrol,Automatic,3.4,141833,85186,5762,Low
X3,2016,Asia,Grey,Diesel,Manual,2.2,148100,74182,4243,Low
7 Series,2013,Europe,Grey,Hybrid,Automatic,2.3,135589,108800,8104,High
i8,2013,Europe,Blue,Electric,Automatic,2.1,91700,55155,9789,High
X5,2012,North America,Blue,Electric,Automatic,4.2,99096,30767,4220,Low
X3,2019,Europe,Blue,Diesel,Manual,1.5,185898,70512,175,Low
X1,2020,Middle East,Red,Hybrid,Automatic,3.0,151708,55379,2810,Low
5 Series,2018,Europe,Black,Hybrid,Manual,1.8,41385,77086,4445,Low
7 Series,2011,Middle East,Red,Diesel,Automatic,3.4,134113,110437,9954,High
5 Series,2013,Africa,White,Petrol,Automatic,2.7,20078,70426,9171,High
M3,2017,Africa,White,Electric,Manual,1.6,129618,53046,5073,Low
3 Series,2015,Africa,White,Diesel,Automatic,3.1,11445,69385,7674,High
5 Series,2023,Middle East,Red,Diesel,Manual,3.5,80555,60593,1972,Low
X3,2016,Europe,White,Electric,Manual,2.4,145717,47240,512,Low
i8,2022,South America,Silver,Diesel,Manual,4.2,32694,34845,9648,High
3 Series,2016,Asia,Blue,Electric,Manual,2.8,159506,87373,8413,High
i8,2011,Africa,Black,Hybrid,Automatic,4.1,198115,41104,3417,Low
X5,2013,North America,White,Petrol,Manual,3.5,75516,113876,6051,Low
i3,2019,Europe,Red,Diesel,Automatic,4.5,65023,72333,780,Low
X1,2019,North America,Blue,Electric,Manual,3.4,88252,67502,5546,Low
M3,2015,Europe,Blue,Electric,Manual,2.1,43733,35961,1058,Low
7 Series,2012,Middle East,White,Hybrid,Automatic,4.4,132736,66430,6463,Low
3 Series,2018,Europe,Grey,Diesel,Automatic,4.2,98560,56548,408,Low
X5,2022,Europe,Silver,Hybrid,Manual,4.9,94487,115218,1769,Low
3 Series,2013,Africa,Red,Diesel,Automatic,1.8,190192,52110,4120,Low
M3,2019,Middle East,Black,Hybrid,Manual,3.6,31024,36713,6530,Low
X6,2022,Middle East,Silver,Diesel,Automatic,3.2,100955,52119,396,Low
3 Series,2011,Europe,Blue,Diesel,Automatic,3.8,115168,97413,3330,Low
X6,2015,South America,Red,Petrol,Automatic,4.9,136793,42505,9070,High
M3,2010,Africa,Blue,Petrol,Automatic,3.4,66832,41775,6443,Low
X1,2015,South America,Grey,Electric,Automatic,3.9,72984,119002,8176,High
i8,2022,North America,White,Hybrid,Manual,2.7,50238,38434,2986,Low
X5,2021,Middle East,Silver,Diesel,Manual,2.5,106399,86227,3736,Low
5 Series,2019,North America,Black,Diesel,Automatic,2.7,20481,72938,5213,Low
M5,2010,South America,Black,Petrol,Automatic,1.6,153077,100248,4532,Low
X5,2023,North America,Blue,Diesel,Manual,2.5,152938,65563,4085,Low
M5,2017,Europe,Black,Electric,Automatic,2.1,126065,31670,9948,High
5 Series,2014,South America,Red,Petrol,Manual,3.1,5325,57635,7953,High
X3,2015,South America,Black,Electric,Manual,3.1,13900,76268,9426,High
X3,2011,Europe,Blue,Petrol,Manual,4.2,195748,50559,1221,Low
X3,2011,North America,Blue,Hybrid,Manual,3.3,16458,114407,6524,Low
X1,2021,North America,Grey,Petrol,Automatic,3.1,57914,40489,2750,Low
X3,2018,Middle East,Black,Hybrid,Manual,2.3,97711,44371,1552,Low
M3,2012,Middle East,Black,Petrol,Manual,4.5,84040,47834,9696,High
i8,2015,South America,Black,Electric,Manual,1.8,77027,53922,5145,Low
X3,2019,Africa,Red,Petrol,Automatic,4.9,199701,64956,3356,Low
X6,2014,South America,Black,Electric,Manual,3.2,134979,105463,3992,Low
i8,2023,South America,White,Petrol,Manual,2.2,118954,72417,6905,Low
3 Series,2021,North America,Silver,Diesel,Manual,2.7,48357,117651,5173,Low
M5,2013,Middle East,Grey,Hybrid,Manual,1.6,115442,66053,6092,Low
7 Series,2019,North America,Black,Electric,Automatic,2.1,92531,119502,259,Low
X5,2011,Europe,Red,Petrol,Manual,2.7,93672,44757,9367,High
3 Series,2017,Europe,Silver,Hybrid,Automatic,3.4,179382,75166,3650,Low
X6,2019,Asia,Blue,Electric,Manual,2.0,87698,107517,801,Low
M5,2016,Europe,Red,Petrol,Automatic,3.9,158271,73208,8757,High
5 Series,2020,Africa,Blue,Hybrid,Manual,4.5,194568,79671,1298,Low
X1,2011,South America,Silver,Petrol,Automatic,3.5,192715,58602,9263,High
5 Series,2015,Africa,Grey,Petrol,Manual,2.5,48038,49396,5037,Low
7 Series,2023,South America,Red,Hybrid,Automatic,1.9,38570,65766,8218,High
M3,2017,Asia,Grey,Petrol,Manual,1.6,109729,41295,9383,High
